,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Year,Month,Day,Day_Of_Week,Week_Of_Year,CPA,CPC,CPL,RPC,Sales_ROI,CTR,CTR%,CVR,CVR%,LCR,LCR%,Profit,Profit%
2313,Data Analytics Course,160.0,3816.0,207.93,27.0,9.0,0.06,1884.0,2024-03-11,Hyderabad,Mobile,Analytics For Data,2024,3,11,Monday,11,23.1,1.3,7.7,209.33,9.06,0.04,4.19,0.06,5.62,0.33,33.0,8.06,806.07
2314,Data Analytics Course,140.0,3154.0,212.73,21.0,4.0,0.03,1024.0,2024-11-14,Hyderabad,Tablet,Learn Data Analytics,2024,11,14,Thursday,46,53.18,1.52,10.13,256.0,4.81,0.04,4.44,0.03,2.86,0.19,19.0,3.81,381.36
2315,Data Analytics Course,134.0,3700.0,226.57,28.0,7.0,0.05,1836.0,2024-04-11,Hyderabad,Tablet,Data Analytics Online,2024,4,11,Thursday,15,32.37,1.69,8.09,262.29,8.1,0.04,3.62,0.05,5.22,0.25,25.0,7.1,710.35
2316,Data Analytics Course,92.0,3963.0,219.39,22.0,10.0,0.11,1834.0,2024-11-26,Hyderabad,Mobile,Online Data Analytic,2024,11,26,Tuesday,48,21.94,2.38,9.97,183.4,8.36,0.02,2.32,0.11,10.87,0.45,45.0,7.36,735.95
2317,Data Analytics Course,163.0,3978.0,232.7,25.0,9.0,0.06,1380.0,2024-08-11,Hyderabad,Desktop,Data Analytics Online,2024,8,11,Sunday,32,25.86,1.43,9.31,153.33,5.93,0.04,4.1,0.06,5.52,0.36,36.0,4.93,493.04
2318,Data Analytics Course,155.0,5105.0,239.11,20.0,5.0,0.03,1009.0,2024-05-11,Hyderabad,Mobile,Analytics For Data,2024,5,11,Saturday,19,47.82,1.54,11.96,201.8,4.22,0.03,3.04,0.03,3.23,0.25,25.0,3.22,321.98
2319,Data Analytics Course,194.0,3559.0,205.78,15.0,9.0,0.05,1765.0,2024-11-03,Hyderabad,Desktop,Online Data Analytic,2024,11,3,Sunday,44,22.86,1.06,13.72,196.11,8.58,0.05,5.45,0.05,4.64,0.6,60.0,7.58,757.71
2320,Data Analytics Course,165.0,3005.0,239.14,23.0,6.0,0.04,1989.0,2024-11-27,Hyderabad,Tablet,Learn Data Analytics,2024,11,27,Wednesday,48,39.86,1.45,10.4,331.5,8.32,0.05,5.49,0.04,3.64,0.26,26.0,7.32,731.73
2321,Data Analytics Course,135.0,4740.0,235.55,24.0,4.0,0.03,1715.0,2024-07-11,Hyderabad,Desktop,Analytics For Data,2024,7,11,Thursday,28,58.89,1.74,9.81,428.75,7.28,0.03,2.85,0.03,2.96,0.17,17.0,6.28,628.08
2322,Data Analytics Course,87.0,4379.0,209.25,29.0,10.0,0.11,1348.0,2024-05-11,Hyderabad,Desktop,Learn Data Analytics,2024,5,11,Saturday,19,20.92,2.41,7.22,134.8,6.44,0.02,1.99,0.11,11.49,0.34,34.0,5.44,544.21
2323,Data Analytics Course,164.0,4151.0,219.97,30.0,9.0,0.05,1498.65,2024-11-25,Hyderabad,Desktop,Online Data Analytic,2024,11,25,Monday,48,24.44,1.34,7.33,166.52,6.81,0.04,3.95,0.05,5.49,0.3,30.0,5.81,581.3
2324,Data Analytics Course,138.96,3185.0,217.33,21.0,3.0,0.02,1498.65,2024-11-15,Hyderabad,Mobile,Data Analytics Training,2024,11,15,Friday,46,72.44,1.56,10.35,499.55,6.9,0.04,4.36,0.02,2.16,0.14,14.0,5.9,589.57
2325,Data Analytics Course,84.0,5652.0,191.93,30.0,8.0,0.1,1729.0,2024-11-13,Hyderabad,Mobile,Data Analytics Online,2024,11,13,Wednesday,46,23.99,2.28,6.4,216.12,9.01,0.01,1.49,0.1,9.52,0.27,27.0,8.01,800.85
2326,Data Analytics Course,158.0,4819.0,185.34,17.0,9.0,0.06,1066.0,2024-11-24,Hyderabad,Mobile,Data Analytics Training,2024,11,24,Sunday,47,20.59,1.17,10.9,118.44,5.75,0.03,3.28,0.06,5.7,0.53,53.0,4.75,475.16
2327,Data Analytics Course,90.0,4472.0,237.16,28.0,10.0,0.11,1629.0,2024-11-13,Hyderabad,Mobile,Learn Data Analytics,2024,11,13,Wednesday,46,23.72,2.64,8.47,162.9,6.87,0.02,2.01,0.11,11.11,0.36,36.0,5.87,586.88
2328,Data Analytics Course,197.0,3186.0,194.44,19.0,6.0,0.03,1857.0,2024-11-14,Hyderabad,Tablet,Data Analytics Course,2024,11,14,Thursday,46,32.41,0.99,10.23,309.5,9.55,0.06,6.18,0.03,3.05,0.32,32.0,8.55,855.05
2329,Data Analytics Course,133.0,4241.0,197.26,25.0,9.0,0.07,1325.0,2024-11-26,Hyderabad,Tablet,Data Analytics Training,2024,11,26,Tuesday,48,21.92,1.48,7.89,147.22,6.72,0.03,3.14,0.07,6.77,0.36,36.0,5.72,571.7
2330,Data Analytics Course,149.0,5035.0,234.52,28.0,5.0,0.03,1304.0,2024-04-11,Hyderabad,Desktop,Online Data Analytic,2024,4,11,Thursday,15,46.9,1.57,8.38,260.8,5.56,0.03,2.96,0.03,3.36,0.18,18.0,4.56,456.03
2331,Data Analytics Course,197.0,5686.0,239.76,27.0,9.0,0.05,1462.0,2024-11-17,Hyderabad,Desktop,Data Analytics Online,2024,11,17,Sunday,46,26.64,1.22,8.88,162.44,6.1,0.03,3.46,0.05,4.57,0.33,33.0,5.1,509.78
2332,Data Analytics Course,157.0,4062.0,223.72,24.0,8.0,0.05,1498.65,2024-11-25,Hyderabad,Tablet,Data Analytics Online,2024,11,25,Monday,48,27.96,1.42,9.32,187.33,6.7,0.04,3.87,0.05,5.1,0.33,33.0,5.7,569.88
2333,Data Analytics Course,102.0,3113.0,202.77,22.0,7.0,0.07,1997.0,2024-06-11,Hyderabad,Desktop,Online Data Analytic,2024,6,11,Tuesday,24,28.97,1.99,9.22,285.29,9.85,0.03,3.28,0.07,6.86,0.32,32.0,8.85,884.86
2334,Data Analytics Course,175.0,3958.0,193.52,23.0,8.0,0.05,1064.0,2024-04-11,Hyderabad,Mobile,Data Analytics Course,2024,4,11,Thursday,15,24.19,1.11,8.41,133.0,5.5,0.04,4.42,0.05,4.57,0.35,35.0,4.5,449.81
2335,Data Analytics Course,101.0,3317.0,215.09,23.0,4.0,0.04,1716.0,2024-10-11,Hyderabad,Desktop,Data Analytics Course,2024,10,11,Friday,41,53.77,2.13,9.35,429.0,7.98,0.03,3.04,0.04,3.96,0.17,17.0,6.98,697.81
2336,Data Analytics Course,127.0,4226.0,184.46,10.0,9.0,0.07,1427.0,2024-08-11,Hyderabad,Desktop,Data Analytics Course,2024,8,11,Sunday,32,20.5,1.45,18.45,158.56,7.74,0.03,3.01,0.07,7.09,0.9,90.0,6.74,673.61
2337,Data Analytics Course,148.0,3469.0,212.07,14.0,9.0,0.06,1898.0,2024-11-30,Hyderabad,Tablet,Data Analytics Online,2024,11,30,Saturday,48,23.56,1.43,15.15,210.89,8.95,0.04,4.27,0.06,6.08,0.64,64.0,7.95,794.99
2338,Data Analytics Course,181.0,3859.0,246.36,22.0,9.0,0.05,1769.0,2024-11-01,Hyderabad,Mobile,Online Data Analytic,2024,11,1,Friday,44,27.37,1.36,11.2,196.56,7.18,0.05,4.69,0.05,4.97,0.41,41.0,6.18,618.05
2339,Data Analytics Course,140.0,3389.0,183.33,28.0,6.0,0.04,1385.0,2024-08-11,Hyderabad,Mobile,Online Data Analytic,2024,8,11,Sunday,32,30.56,1.31,6.55,230.83,7.55,0.04,4.13,0.04,4.29,0.21,21.0,6.55,655.47
2340,Data Analytics Course,146.0,5075.0,215.09,13.0,9.0,0.06,1353.0,2024-11-26,Hyderabad,Tablet,Analytics For Data,2024,11,26,Tuesday,48,23.9,1.47,16.55,150.33,6.29,0.03,2.88,0.06,6.16,0.69,69.0,5.29,529.04
2341,Data Analytics Course,148.0,3269.0,191.73,18.0,9.0,0.06,1396.0,2024-11-10,Hyderabad,Mobile,Learn Data Analytics,2024,11,10,Sunday,45,21.3,1.3,10.65,155.11,7.28,0.05,4.53,0.06,6.08,0.5,50.0,6.28,628.11
2342,Data Analytics Course,101.0,4814.0,191.43,17.0,7.0,0.07,1112.0,2024-11-20,Hyderabad,Desktop,Learn Data Analytics,2024,11,20,Wednesday,47,27.35,1.9,11.26,158.86,5.81,0.02,2.1,0.07,6.93,0.41,41.0,4.81,480.89
2343,Data Analytics Course,179.0,5145.0,223.04,29.0,9.0,0.05,1002.0,2024-08-11,Hyderabad,Mobile,Data Analytics Training,2024,8,11,Sunday,32,24.78,1.25,7.69,111.33,4.49,0.03,3.48,0.05,5.03,0.31,31.0,3.49,349.25
2344,Data Analytics Course,151.0,4107.0,183.81,21.0,10.0,0.07,1872.0,2024-11-11,Hyderabad,Desktop,Data Analytics Course,2024,11,11,Monday,46,18.38,1.22,8.75,187.2,10.18,0.04,3.68,0.07,6.62,0.48,48.0,9.18,918.44
2345,Data Analytics Course,195.0,3221.0,185.08,19.0,10.0,0.05,1905.0,2024-11-26,Hyderabad,Tablet,Data Analytics Course,2024,11,26,Tuesday,48,18.51,0.95,9.74,190.5,10.29,0.06,6.05,0.05,5.13,0.53,53.0,9.29,929.28
2346,Data Analytics Course,169.0,4846.0,230.53,15.0,8.0,0.05,1103.0,2024-11-04,Hyderabad,Mobile,Data Analytics Training,2024,11,4,Monday,45,28.82,1.36,15.37,137.88,4.78,0.03,3.49,0.05,4.73,0.53,53.0,3.78,378.46
2347,Data Analytics Course,161.0,3160.0,229.71,17.0,3.0,0.02,1817.0,2024-01-11,Hyderabad,Mobile,Data Analytics Training,2024,1,11,Thursday,2,76.57,1.43,13.51,605.67,7.91,0.05,5.09,0.02,1.86,0.18,18.0,6.91,691.0
2348,Data Analytics Course,156.0,5095.0,214.32,30.0,9.0,0.06,1444.0,2024-11-27,Hyderabad,Mobile,Data Analytics Online,2024,11,27,Wednesday,48,23.81,1.37,7.14,160.44,6.74,0.03,3.06,0.06,5.77,0.3,30.0,5.74,573.76
2349,Data Analytics Course,148.0,3957.0,215.09,20.0,10.0,0.07,1288.0,2024-11-10,Hyderabad,Tablet,Data Analytics Online,2024,11,10,Sunday,45,21.51,1.45,10.75,128.8,5.99,0.04,3.74,0.07,6.76,0.5,50.0,4.99,498.82
2350,Data Analytics Course,126.0,4920.0,182.36,27.0,5.0,0.04,1933.0,2024-11-04,Hyderabad,Tablet,Data Analytics Online,2024,11,4,Monday,45,36.47,1.45,6.75,386.6,10.6,0.03,2.56,0.04,3.97,0.19,19.0,9.6,959.99
2351,Data Analytics Course,189.0,3588.0,191.74,22.0,9.0,0.05,1893.0,2024-11-25,Hyderabad,Desktop,Data Analytics Course,2024,11,25,Monday,48,21.3,1.01,8.72,210.33,9.87,0.05,5.27,0.05,4.76,0.41,41.0,8.87,887.27
2352,Data Analytics Course,119.0,4927.0,223.35,16.0,3.0,0.03,1377.0,2024-11-14,Hyderabad,Mobile,Data Analytics Training,2024,11,14,Thursday,46,74.45,1.88,13.96,459.0,6.17,0.02,2.42,0.03,2.52,0.19,19.0,5.17,516.52
2353,Data Analytics Course,138.96,4523.28,200.54,30.0,5.0,0.04,1498.65,2024-01-11,Hyderabad,Desktop,Analytics For Data,2024,1,11,Thursday,2,40.11,1.44,6.68,299.73,7.47,0.03,3.07,0.04,3.6,0.17,17.0,6.47,647.31
2354,Data Analytics Course,127.0,5742.0,233.98,13.0,4.0,0.03,1743.0,2024-12-11,Hyderabad,Tablet,Data Analytics Course,2024,12,11,Wednesday,50,58.5,1.84,18.0,435.75,7.45,0.02,2.21,0.03,3.15,0.31,31.0,6.45,644.94
2355,Data Analytics Course,106.0,4474.0,181.48,17.0,10.0,0.09,1189.0,2024-11-20,Hyderabad,Tablet,Analytics For Data,2024,11,20,Wednesday,47,18.15,1.71,10.68,118.9,6.55,0.02,2.37,0.09,9.43,0.59,59.0,5.55,555.17
2356,Data Analytics Course,119.0,4322.0,183.0,24.0,5.0,0.04,1108.0,2024-06-11,Hyderabad,Mobile,Data Analytics Online,2024,6,11,Tuesday,24,36.6,1.54,7.62,221.6,6.05,0.03,2.75,0.04,4.2,0.21,21.0,5.05,505.46
2357,Data Analytics Course,81.0,4144.0,180.01,18.0,3.0,0.04,1648.0,2024-11-20,Hyderabad,Mobile,Data Analytics Online,2024,11,20,Wednesday,47,60.0,2.22,10.0,549.33,9.16,0.02,1.95,0.04,3.7,0.17,17.0,8.16,815.5
2358,Data Analytics Course,152.0,5007.0,208.84,19.0,10.0,0.07,1628.0,2024-11-24,Hyderabad,Mobile,Online Data Analytic,2024,11,24,Sunday,47,20.88,1.37,10.99,162.8,7.8,0.03,3.04,0.07,6.58,0.53,53.0,6.8,679.54
2359,Data Analytics Course,153.0,5388.0,219.93,16.0,4.0,0.03,1602.0,2024-11-11,Hyderabad,Tablet,Data Analytics Course,2024,11,11,Monday,46,54.98,1.44,13.75,400.5,7.28,0.03,2.84,0.03,2.61,0.25,25.0,6.28,628.41
2360,Data Analytics Course,120.0,4229.0,244.13,20.0,9.0,0.08,1380.0,2024-12-11,Hyderabad,Desktop,Data Analytics Course,2024,12,11,Wednesday,50,27.13,2.03,12.21,153.33,5.65,0.03,2.84,0.08,7.5,0.45,45.0,4.65,465.27
2361,Data Analytics Course,167.0,5140.0,228.32,28.0,9.0,0.05,1056.0,2024-11-08,Hyderabad,Mobile,Data Analytics Online,2024,11,8,Friday,45,25.37,1.37,8.15,117.33,4.63,0.03,3.25,0.05,5.39,0.32,32.0,3.63,362.51
2362,Data Analytics Course,116.0,5001.0,186.67,17.0,5.0,0.04,1340.0,2024-07-11,Hyderabad,Desktop,Analytics For Data,2024,7,11,Thursday,28,37.33,1.61,10.98,268.0,7.18,0.02,2.32,0.04,4.31,0.29,29.0,6.18,617.84
2363,Data Analytics Course,93.0,3802.0,215.52,22.0,7.0,0.08,1513.0,2024-11-23,Hyderabad,Mobile,Online Data Analytic,2024,11,23,Saturday,47,30.79,2.32,9.8,216.14,7.02,0.02,2.45,0.08,7.53,0.32,32.0,6.02,602.02
2364,Data Analytics Course,159.0,5584.0,249.46,18.0,8.0,0.05,1176.0,2024-09-11,Hyderabad,Desktop,Analytics For Data,2024,9,11,Wednesday,37,31.18,1.57,13.86,147.0,4.71,0.03,2.85,0.05,5.03,0.44,44.0,3.71,371.42
2365,Data Analytics Course,146.0,5105.0,224.77,12.0,7.0,0.05,1440.0,2024-05-11,Hyderabad,Mobile,Analytics For Data,2024,5,11,Saturday,19,32.11,1.54,18.73,205.71,6.41,0.03,2.86,0.05,4.79,0.58,58.0,5.41,540.65
2366,Data Analytics Course,136.0,5714.0,190.3,19.0,8.0,0.06,1694.0,2024-11-30,Hyderabad,Desktop,Data Analytics Training,2024,11,30,Saturday,48,23.79,1.4,10.02,211.75,8.9,0.02,2.38,0.06,5.88,0.42,42.0,7.9,790.17
2367,Data Analytics Course,159.0,5025.0,208.68,16.0,4.0,0.03,1779.0,2024-11-21,Hyderabad,Mobile,Online Data Analytic,2024,11,21,Thursday,47,52.17,1.31,13.04,444.75,8.53,0.03,3.16,0.03,2.52,0.25,25.0,7.53,752.5
2368,Data Analytics Course,83.0,3781.0,220.82,11.0,4.0,0.05,1866.0,2024-11-15,Hyderabad,Mobile,Data Analytics Training,2024,11,15,Friday,46,55.2,2.66,20.07,466.5,8.45,0.02,2.2,0.05,4.82,0.36,36.0,7.45,745.03
2369,Data Analytics Course,136.0,3318.0,215.86,20.0,8.0,0.06,1712.0,2024-11-21,Hyderabad,Tablet,Data Analytics Online,2024,11,21,Thursday,47,26.98,1.59,10.79,214.0,7.93,0.04,4.1,0.06,5.88,0.4,40.0,6.93,693.11
2370,Data Analytics Course,136.0,3939.0,213.66,16.0,6.0,0.04,1708.0,2024-11-21,Hyderabad,Tablet,Online Data Analytic,2024,11,21,Thursday,47,35.61,1.57,13.35,284.67,7.99,0.03,3.45,0.04,4.41,0.38,38.0,6.99,699.4
2371,Data Analytics Course,166.0,3546.0,221.99,10.0,3.0,0.02,1796.0,2024-12-11,Hyderabad,Desktop,Learn Data Analytics,2024,12,11,Wednesday,50,74.0,1.34,22.2,598.67,8.09,0.05,4.68,0.02,1.81,0.3,30.0,7.09,709.05
2372,Data Analytics Course,192.0,5845.0,247.56,28.0,3.0,0.02,1542.0,2024-11-19,Hyderabad,Desktop,Analytics For Data,2024,11,19,Tuesday,47,82.52,1.29,8.84,514.0,6.23,0.03,3.28,0.02,1.56,0.11,11.0,5.23,522.88
2373,Data Analytics Course,138.96,3580.0,223.48,21.0,6.0,0.04,1555.0,2024-11-27,Hyderabad,Tablet,Data Analytics Course,2024,11,27,Wednesday,48,37.25,1.61,10.64,259.17,6.96,0.04,3.88,0.04,4.32,0.29,29.0,5.96,595.81
2374,Data Analytics Course,108.0,4019.0,199.85,25.0,8.0,0.07,1657.0,2024-11-02,Hyderabad,Tablet,Learn Data Analytics,2024,11,2,Saturday,44,24.98,1.85,7.99,207.12,8.29,0.03,2.69,0.07,7.41,0.32,32.0,7.29,729.12
2375,Data Analytics Course,175.0,3345.0,185.48,23.0,9.0,0.05,1193.0,2024-11-20,Hyderabad,Desktop,Data Analytics Online,2024,11,20,Wednesday,47,20.61,1.06,8.06,132.56,6.43,0.05,5.23,0.05,5.14,0.39,39.0,5.43,543.2
2376,Data Analytics Course,80.0,4413.0,245.4,10.0,5.0,0.06,1650.0,2024-03-11,Hyderabad,Mobile,Data Analytics Course,2024,3,11,Monday,11,49.08,3.07,24.54,330.0,6.72,0.02,1.81,0.06,6.25,0.5,50.0,5.72,572.37
2377,Data Analytics Course,192.0,4969.0,234.27,30.0,5.0,0.03,1627.0,2024-11-17,Hyderabad,Tablet,Data Analytics Course,2024,11,17,Sunday,46,46.85,1.22,7.81,325.4,6.94,0.04,3.86,0.03,2.6,0.17,17.0,5.94,594.5
2378,Data Analytics Course,85.0,5083.0,181.19,13.0,3.0,0.04,1048.0,2024-11-11,Hyderabad,Mobile,Data Analytics Course,2024,11,11,Monday,46,60.4,2.13,13.94,349.33,5.78,0.02,1.67,0.04,3.53,0.23,23.0,4.78,478.4
2379,Data Analytics Course,91.0,4176.0,216.63,20.0,8.0,0.09,1502.0,2024-11-09,Hyderabad,Mobile,Data Analytics Course,2024,11,9,Saturday,45,27.08,2.38,10.83,187.75,6.93,0.02,2.18,0.09,8.79,0.4,40.0,5.93,593.35
2380,Data Analytics Course,94.0,5389.0,220.53,11.0,10.0,0.11,1670.0,2024-11-27,Hyderabad,Mobile,Data Analytics Training,2024,11,27,Wednesday,48,22.05,2.35,20.05,167.0,7.57,0.02,1.74,0.11,10.64,0.91,91.0,6.57,657.27
2381,Data Analytics Course,119.0,4653.0,224.68,20.0,4.0,0.03,1773.0,2024-11-14,Hyderabad,Tablet,Learn Data Analytics,2024,11,14,Thursday,46,56.17,1.89,11.23,443.25,7.89,0.03,2.56,0.03,3.36,0.2,20.0,6.89,689.12
2382,Data Analytics Course,198.0,3926.0,195.25,25.0,7.0,0.04,1060.0,2024-12-11,Hyderabad,Desktop,Data Analytics Online,2024,12,11,Wednesday,50,27.89,0.99,7.81,151.43,5.43,0.05,5.04,0.04,3.54,0.28,28.0,4.43,442.89
2383,Data Analytics Course,87.0,4154.0,232.88,13.0,3.0,0.03,1099.0,2024-10-11,Hyderabad,Desktop,Online Data Analytic,2024,10,11,Friday,41,77.63,2.68,17.91,366.33,4.72,0.02,2.09,0.03,3.45,0.23,23.0,3.72,371.92
2384,Data Analytics Course,101.0,3286.0,196.59,12.0,9.0,0.09,1034.0,2024-02-11,Hyderabad,Tablet,Analytics For Data,2024,2,11,Sunday,6,21.84,1.95,16.38,114.89,5.26,0.03,3.07,0.09,8.91,0.75,75.0,4.26,425.97
2385,Data Analytics Course,142.0,4593.0,230.69,20.0,5.0,0.04,1537.0,2024-11-22,Hyderabad,Mobile,Data Analytics Course,2024,11,22,Friday,47,46.14,1.62,11.53,307.4,6.66,0.03,3.09,0.04,3.52,0.25,25.0,5.66,566.26
2386,Data Analytics Course,111.0,5689.0,195.94,12.0,4.0,0.04,1377.0,2024-11-14,Hyderabad,Desktop,Analytics For Data,2024,11,14,Thursday,46,48.98,1.77,16.33,344.25,7.03,0.02,1.95,0.04,3.6,0.33,33.0,6.03,602.77
2387,Data Analytics Course,152.0,5040.0,238.61,30.0,9.0,0.06,1795.0,2024-11-15,Hyderabad,Desktop,Data Analytics Course,2024,11,15,Friday,46,26.51,1.57,7.95,199.44,7.52,0.03,3.02,0.06,5.92,0.3,30.0,6.52,652.27
2388,Data Analytics Course,89.0,3623.0,218.35,22.0,6.0,0.07,1311.0,2024-01-11,Hyderabad,Mobile,Learn Data Analytics,2024,1,11,Thursday,2,36.39,2.45,9.92,218.5,6.0,0.02,2.46,0.07,6.74,0.27,27.0,5.0,500.41
2389,Data Analytics Course,115.0,3999.0,216.67,16.0,6.0,0.05,1777.0,2024-05-11,Hyderabad,Mobile,Data Analytics Course,2024,5,11,Saturday,19,36.11,1.88,13.54,296.17,8.2,0.03,2.88,0.05,5.22,0.38,38.0,7.2,720.14
2390,Data Analytics Course,131.0,4320.0,223.08,30.0,7.0,0.05,1498.65,2024-04-11,Hyderabad,Mobile,Analytics For Data,2024,4,11,Thursday,15,31.87,1.7,7.44,214.09,6.72,0.03,3.03,0.05,5.34,0.23,23.0,5.72,571.8
2391,Data Analytics Course,153.0,4027.0,182.11,10.0,5.0,0.03,1332.0,2024-11-28,Hyderabad,Tablet,Learn Data Analytics,2024,11,28,Thursday,48,36.42,1.19,18.21,266.4,7.31,0.04,3.8,0.03,3.27,0.5,50.0,6.31,631.43
2392,Data Analytics Course,108.0,4523.28,208.9,10.0,6.52,0.06,1313.0,2024-11-29,Hyderabad,Desktop,Learn Data Analytics,2024,11,29,Friday,48,32.04,1.93,20.89,201.38,6.29,0.02,2.39,0.06,6.04,0.65,65.0,5.29,528.53
2393,Data Analytics Course,172.0,5712.0,204.06,28.0,7.0,0.04,1407.0,2024-11-21,Hyderabad,Tablet,Analytics For Data,2024,11,21,Thursday,47,29.15,1.19,7.29,201.0,6.9,0.03,3.01,0.04,4.07,0.25,25.0,5.9,589.5
2394,Data Analytics Course,118.0,5514.0,237.88,27.0,9.0,0.08,1401.0,2024-11-27,Hyderabad,Mobile,Analytics For Data,2024,11,27,Wednesday,48,26.43,2.02,8.81,155.67,5.89,0.02,2.14,0.08,7.63,0.33,33.0,4.89,488.95
2395,Data Analytics Course,90.0,3776.0,186.92,19.0,4.0,0.04,1053.0,2024-11-15,Hyderabad,Tablet,Learn Data Analytics,2024,11,15,Friday,46,46.73,2.08,9.84,263.25,5.63,0.02,2.38,0.04,4.44,0.21,21.0,4.63,463.34
2396,Data Analytics Course,97.0,3370.0,236.35,20.0,7.0,0.07,1498.65,2024-04-11,Hyderabad,Mobile,Data Analytics Course,2024,4,11,Thursday,15,33.76,2.44,11.82,214.09,6.34,0.03,2.88,0.07,7.22,0.35,35.0,5.34,534.08
2397,Data Analytics Course,149.0,3814.0,213.11,13.0,7.0,0.05,1057.0,2024-06-11,Hyderabad,Mobile,Analytics For Data,2024,6,11,Tuesday,24,30.44,1.43,16.39,151.0,4.96,0.04,3.91,0.05,4.7,0.54,54.0,3.96,395.99
2398,Data Analytics Course,137.0,5434.0,182.57,10.0,7.0,0.05,1852.0,2024-11-29,Hyderabad,Desktop,Online Data Analytic,2024,11,29,Friday,48,26.08,1.33,18.26,264.57,10.14,0.03,2.52,0.05,5.11,0.7,70.0,9.14,914.41
2399,Data Analytics Course,172.0,4079.0,183.05,20.0,8.0,0.05,1988.0,2024-11-28,Hyderabad,Desktop,Data Analytics Course,2024,11,28,Thursday,48,22.88,1.06,9.15,248.5,10.86,0.04,4.22,0.05,4.65,0.4,40.0,9.86,986.04
2400,Data Analytics Course,116.0,4252.0,180.05,18.0,8.0,0.07,1568.0,2024-11-17,Hyderabad,Desktop,Online Data Analytic,2024,11,17,Sunday,46,22.51,1.55,10.0,196.0,8.71,0.03,2.73,0.07,6.9,0.44,44.0,7.71,770.87
2401,Data Analytics Course,187.0,4793.0,186.41,30.0,9.0,0.05,1120.0,2024-03-11,Hyderabad,Desktop,Data Analytics Course,2024,3,11,Monday,11,20.71,1.0,6.21,124.44,6.01,0.04,3.9,0.05,4.81,0.3,30.0,5.01,500.83
2402,Data Analytics Course,126.0,4140.0,193.49,19.0,6.52,0.05,1340.0,2024-11-19,Hyderabad,Tablet,Data Analytics Course,2024,11,19,Tuesday,47,29.68,1.54,10.18,205.52,6.93,0.03,3.04,0.05,5.17,0.34,34.0,5.93,592.54
2403,Data Analytics Course,123.0,5844.0,201.7,12.0,6.0,0.05,1636.0,2024-11-10,Hyderabad,Desktop,Data Analytics Online,2024,11,10,Sunday,45,33.62,1.64,16.81,272.67,8.11,0.02,2.1,0.05,4.88,0.5,50.0,7.11,711.11
2404,Data Analytics Course,132.0,5845.0,249.74,19.0,6.52,0.05,1067.0,2024-11-03,Hyderabad,Mobile,Analytics For Data,2024,11,3,Sunday,44,38.3,1.89,13.14,163.65,4.27,0.02,2.26,0.05,4.94,0.34,34.0,3.27,327.24
2405,Data Analytics Course,118.0,3371.0,191.98,10.0,6.0,0.05,1458.0,2024-11-13,Hyderabad,Mobile,Learn Data Analytics,2024,11,13,Wednesday,46,32.0,1.63,19.2,243.0,7.59,0.04,3.5,0.05,5.08,0.6,60.0,6.59,659.45
2406,Data Analytics Course,92.0,4853.0,189.19,23.0,9.0,0.1,1189.0,2024-11-18,Hyderabad,Desktop,Online Data Analytic,2024,11,18,Monday,47,21.02,2.06,8.23,132.11,6.28,0.02,1.9,0.1,9.78,0.39,39.0,5.28,528.47
2407,Data Analytics Course,100.0,5781.0,202.96,30.0,7.0,0.07,1132.0,2024-11-18,Hyderabad,Desktop,Data Analytics Training,2024,11,18,Monday,47,28.99,2.03,6.77,161.71,5.58,0.02,1.73,0.07,7.0,0.23,23.0,4.58,457.75
2408,Data Analytics Course,100.0,5435.0,205.99,13.0,6.0,0.06,1607.0,2024-11-27,Hyderabad,Tablet,Analytics For Data,2024,11,27,Wednesday,48,34.33,2.06,15.85,267.83,7.8,0.02,1.84,0.06,6.0,0.46,46.0,6.8,680.13
2409,Data Analytics Course,89.0,3915.0,207.63,10.0,7.0,0.08,1454.0,2024-02-11,Hyderabad,Desktop,Data Analytics Course,2024,2,11,Sunday,6,29.66,2.33,20.76,207.71,7.0,0.02,2.27,0.08,7.87,0.7,70.0,6.0,600.28
2410,Data Analytics Course,147.0,4231.0,186.73,20.0,5.0,0.03,1271.0,2024-11-15,Hyderabad,Desktop,Learn Data Analytics,2024,11,15,Friday,46,37.35,1.27,9.34,254.2,6.81,0.03,3.47,0.03,3.4,0.25,25.0,5.81,580.66
2411,Data Analytics Course,153.0,3225.0,240.34,20.0,8.0,0.05,1313.0,2024-11-28,Hyderabad,Tablet,Data Analytics Online,2024,11,28,Thursday,48,30.04,1.57,12.02,164.12,5.46,0.05,4.74,0.05,5.23,0.4,40.0,4.46,446.31
2412,Data Analytics Course,164.0,3996.0,202.56,19.0,10.0,0.06,1880.0,2024-11-29,Hyderabad,Desktop,Data Analytics Online,2024,11,29,Friday,48,20.26,1.24,10.66,188.0,9.28,0.04,4.1,0.06,6.1,0.53,53.0,8.28,828.12
2413,Data Analytics Course,124.0,5949.0,218.12,11.0,10.0,0.08,1019.0,2024-11-06,Hyderabad,Mobile,Online Data Analytic,2024,11,6,Wednesday,45,21.81,1.76,19.83,101.9,4.67,0.02,2.08,0.08,8.06,0.91,91.0,3.67,367.17
